Make,Model,Year,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Temperature_C
Nissan,Ariya,2021,Truck,45.4,83.6,222,174.9,0.28,1379,18.35,141285,91.7,3.9
Audi,e-tron,2022,Truck,83.5,91.1,345,66.2,1.36,539,23.45,182295,78.3,33.1
Kia,EV6,2019,Truck,102,96.5,433,58.9,2.3,664,20.09,241150,73.3,-6.9
Hyundai,Kona Electric,2021,Sedan,65.6,90.1,379,84.1,0.93,1321,12.92,171251,41.8,37.1
Audi,e-tron,2018,SUV,117.6,92.8,698,116.1,1.32,559,14.69,119879,51,31.3
BMW,i3,2018,SUV,48.9,94.3,209,92.9,0.57,1599,13.08,180745,88.1,30.2
Tesla,Model Y,2022,SUV,57.3,79.4,229,52.6,1.19,1288,17.97,30566,57.7,10.9
Kia,Niro EV,2016,SUV,90,93.3,515,86,1.25,878,19.31,106407,92.3,16.1
Hyundai,Ioniq 5,2020,Hatchback,105.4,80.8,602,108.2,1.25,1931,17.41,248935,38.8,30.9
Audi,Q4 e-tron,2024,SUV,108.3,82.1,643,233.8,0.52,1410,13.84,71981,89.8,0.9
Kia,EV6,2020,Truck,84.3,87.3,431,99.7,0.94,1767,22.37,91402,92.6,32.3
Audi,e-tron,2023,Sedan,32.3,77.6,162,135.7,0.28,587,12.01,15878,72,27.5
Chevrolet,Bolt EV,2015,Sedan,56.5,77.1,333,236.8,0.28,514,15.1,212546,71.3,28
Ford,Mustang Mach-E,2016,Sedan,76.2,91.1,447,100.8,0.86,1561,14.22,35676,83.4,15.5
Ford,Mustang Mach-E,2024,Sedan,99.6,73.7,523,77.6,1.41,848,22.91,155528,85.7,1.9
Tesla,Model X,2023,Truck,84.7,78.4,368,101.8,0.92,1925,12.72,196078,38.8,17.8
Tesla,Model X,2022,SUV,64.9,72,262,208.6,0.37,1456,15.68,18682,54.2,4.7
Chevrolet,Bolt EV,2015,Sedan,88.8,75.8,407,159.1,0.66,1467,21.61,126008,49.7,23.9
BMW,iX,2017,Sedan,58.1,80.2,241,116.8,0.65,409,24.89,212456,95.5,12.6
Kia,EV6,2022,SUV,83.6,74.5,496,117.8,0.86,1473,12.07,167421,76.3,3.7
Mercedes,EQS,2017,Sedan,98.1,71.7,393,61.8,1.83,1505,21.32,234334,91.9,4.8
Audi,e-tron,2020,SUV,47.2,75.5,221,113.8,0.46,1949,14.25,170884,67.2,37.5
Tesla,Model X,2023,Hatchback,44.8,73.5,228,226.7,0.25,1526,12.2,161177,37.4,22.9
Nissan,Ariya,2018,Sedan,31,94.8,173,36,1.02,510,16.7,25922,98.6,34.8
Tesla,Model Y,2017,Truck,89.3,86,375,52.2,2.03,1159,24.2,67901,59.6,38.5
Ford,Mustang Mach-E,2018,SUV,32.5,85.7,144,247.5,0.16,960,19.51,77373,92.8,13.9
Nissan,Ariya,2015,Sedan,59.5,76.3,248,122.5,0.59,973,19.35,242069,56.7,28.1
Ford,Mustang Mach-E,2022,Hatchback,113.9,73.6,668,174.4,0.78,225,24.18,153441,58.5,21
BMW,i3,2021,Sedan,67.6,73.5,353,235.3,0.33,1560,20.43,154395,68.5,-7.7
Tesla,Model 3,2016,Truck,39.5,80.6,190,172.5,0.26,1079,14.82,183173,42.7,35.4
Volkswagen,ID.4,2016,Sedan,80.1,76.9,400,185.8,0.46,1780,22.87,191950,95.4,5.8
Kia,Niro EV,2016,Truck,33.9,93.4,162,117.1,0.31,862,22.83,62221,96,28.4
Ford,F-150 Lightning,2022,Hatchback,79.3,78.2,460,62.4,1.38,646,15.54,139794,79.9,9.8
BMW,i4,2020,Truck,103.8,83.2,442,102.4,1.19,1172,24.87,59786,99.8,24.4
Nissan,Ariya,2021,Hatchback,35.9,96.6,173,129.8,0.3,480,14.08,168052,69.6,34.9
Audi,Q4 e-tron,2021,Sedan,102.4,71.6,442,91.2,1.56,1682,12.31,208156,96.4,1.6
Kia,Niro EV,2024,Hatchback,113.4,76.4,548,13.3,9.32,386,19.58,52365,84.7,-8
Chevrolet,Bolt EUV,2021,Sedan,30.6,71.9,155,146.3,0.24,902,16.87,17205,43.6,-1.8
Mercedes,EQS,2018,Sedan,103.6,97.9,434,118.6,1.11,275,15.74,98846,44.8,33.5
Volkswagen,ID.4,2018,Sedan,92.4,86.6,409,60.9,1.96,1534,14,84507,81.4,10.4
Chevrolet,Bolt EV,2018,Sedan,82.6,80.1,463,69.9,1.25,733,16.39,100598,50.8,22.4
Ford,F-150 Lightning,2018,Sedan,90.6,94.7,434,48.4,2.12,1900,13.07,121547,48.9,12.2
Chevrolet,Bolt EUV,2024,Hatchback,101.4,89.8,522,218,0.6,1404,21.98,156738,58.8,23.3
BMW,iX,2019,Hatchback,68.7,78.4,292,34.8,2.32,505,15.3,16984,92.3,22.6
Kia,EV6,2024,Sedan,107.9,73.1,458,245,0.51,692,13.76,185418,77.4,28.3
Chevrolet,Bolt EUV,2020,Truck,42.9,70.6,211,236.4,0.23,1215,21.71,112049,47.6,20.3
Chevrolet,Bolt EV,2023,Hatchback,119.7,75.5,621,109.3,1.5,400,20.1,245120,48.1,28.9
BMW,i3,2020,SUV,56.6,89.9,335,23,2.67,1379,14.16,116462,65,32
Nissan,Ariya,2024,Sedan,66.6,74.3,361,81.1,0.99,1047,24.93,58687,85.5,20.7
Kia,Niro EV,2019,SUV,89.6,89,464,14.9,6.82,1111,23.74,192990,69,30.7
Hyundai,Kona Electric,2016,SUV,58.6,96.8,309,79.9,0.95,242,12,176294,52.6,-9.4
Tesla,Model X,2018,Hatchback,80.9,85.4,337,142.2,0.72,1036,17.05,20960,57.3,-5.2
Mercedes,EQC,2022,Truck,66.4,72.6,274,224,0.36,257,18.19,29704,58.2,19.6
Chevrolet,Bolt EUV,2017,Sedan,90,73.6,463,72.4,1.38,442,18.5,110573,36.5,-8.7
Nissan,Ariya,2019,Truck,101.7,77,452,142.7,0.86,826,18.22,234674,49.4,-7.1
Mercedes,EQC,2021,Hatchback,51,89.1,287,20.9,2.96,1671,17.19,105211,51.5,38.9
Nissan,Leaf,2022,SUV,36.7,97.2,219,178.4,0.23,851,16.66,104956,67.1,-7.2
Hyundai,Ioniq 5,2023,Sedan,117,88.8,685,172.6,0.87,1571,24.15,110686,85.3,38.5
Audi,Q4 e-tron,2017,Truck,36.9,75,152,130.3,0.39,1973,16.61,40932,91.1,10.7
Nissan,Leaf,2020,SUV,88.3,71.8,496,235.8,0.43,1945,14.57,165073,63.4,-4.4
Mercedes,EQS,2019,Sedan,90.8,71.1,475,177.9,0.68,270,19.74,116048,36.9,30.2
Mercedes,EQS,2023,Hatchback,65.7,78.9,281,47.2,1.72,459,19.99,188846,95.8,15.1
Tesla,Model Y,2016,Truck,86.7,94.9,482,77.2,1.2,456,16.2,80609,98,20.2
Volkswagen,ID.4,2016,Sedan,82.3,98.1,439,126,0.72,1853,20.03,221486,98.8,1.3
BMW,i4,2016,Hatchback,88,81.4,361,154.3,0.62,1971,21.78,96321,61,12.1
Ford,Mustang Mach-E,2016,Truck,102,86.6,576,161.9,0.7,1408,12.19,109186,97.1,10.8
Volkswagen,ID.3,2024,Sedan,46.6,71.8,242,193.5,0.29,1553,19.06,128769,35.6,-2.9
Chevrolet,Bolt EV,2017,Hatchback,34.6,81.9,173,126.5,0.34,321,13.89,92939,30.5,18.7
Nissan,Leaf,2019,Hatchback,34.4,72.9,140,55.3,0.74,1651,12.59,211314,71.2,-6.1
Hyundai,Kona Electric,2024,Truck,98.1,90.4,424,25.1,4.48,1164,24.34,174489,95,-6.2
Chevrolet,Bolt EUV,2017,Truck,59.8,93,288,167.1,0.42,1291,14.3,157545,32.9,26.4
Nissan,Ariya,2019,SUV,38.7,75.4,216,172.9,0.27,1593,16.32,75219,35.1,22.4
Ford,Mustang Mach-E,2024,Truck,108.7,94.9,483,106.4,1.27,1086,19.96,61759,85.9,3.6
Chevrolet,Bolt EUV,2018,Sedan,108,71.8,581,44.5,3.02,791,20.78,86533,66.4,21.6
Kia,Niro EV,2022,Truck,44.3,98.5,255,227.8,0.21,264,16.61,153082,76.8,19.5
Tesla,Model 3,2015,Truck,89,76,412,64.7,1.92,1526,12.33,153137,63.1,3.1
Audi,Q4 e-tron,2019,Sedan,96.2,88.3,478,42.8,2.94,828,12.79,209827,66,10.8
Volkswagen,ID.4,2020,Truck,32.2,87.5,189,52.7,0.75,1887,12.4,243832,55.3,34.8
Mercedes,EQS,2016,Sedan,110.2,87.9,619,113.7,1.09,1722,15.32,126897,42.7,29.5
Ford,F-150 Lightning,2020,SUV,83.1,72,470,53.4,1.77,1233,18.74,28283,70.5,30.6
BMW,i4,2023,SUV,57.8,78.8,261,90.5,0.76,1292,17.96,71323,86.5,36.6
Kia,Niro EV,2023,Truck,109.2,71.5,487,225.5,0.63,1834,23.74,94385,90.1,7.8
Ford,F-150 Lightning,2016,Hatchback,91.2,98,477,203.1,0.62,1892,15.94,136250,92,38.3
Tesla,Model Y,2016,SUV,116.9,82.8,615,184.5,0.8,1322,17.56,73469,51.9,10.3
Mercedes,EQS,2022,Hatchback,104.3,93.9,484,193.9,0.73,1690,24.43,127374,31.8,14.3
Hyundai,Kona Electric,2018,SUV,73.7,86.4,431,219.2,0.38,747,13.91,70431,36.8,6.6
Ford,F-150 Lightning,2017,Hatchback,57.5,71.9,250,12.2,5.81,887,16.27,96319,46.5,37.3
Volkswagen,ID.4,2023,SUV,118.8,87.9,494,165.6,0.84,586,14.2,202223,90.2,32.5
Audi,Q4 e-tron,2024,Hatchback,79.4,75.7,431,133.2,0.7,1962,22.31,178615,88.1,10.1
Chevrolet,Bolt EUV,2015,Truck,57.4,74.2,299,84.2,0.87,1302,24.5,109718,90.4,2.4
Hyundai,Kona Electric,2022,Truck,118,87.5,706,228.9,0.68,745,16.8,67699,66.9,12
Kia,EV6,2023,Truck,42.5,99.5,191,28.5,1.72,1791,18.89,107739,59.6,34.8
Audi,Q4 e-tron,2015,Sedan,54.9,71.4,321,168.9,0.37,792,24.94,93388,48.2,-7.3
Audi,Q4 e-tron,2023,Truck,39.5,86.6,198,78.3,0.56,356,13.56,171765,91.3,11.5
Tesla,Model X,2016,Truck,36.6,92.3,198,67,0.62,1923,24.93,10583,46.3,-8.1
Kia,Niro EV,2015,SUV,70,90.3,351,216.9,0.35,698,12.41,239337,62.3,6
Audi,Q4 e-tron,2024,Sedan,78.5,99.8,448,34.3,2.61,720,12.09,170707,96.8,6.9
Hyundai,Kona Electric,2020,SUV,51.7,77,213,55.7,1.11,1150,14.91,230853,56.4,30.4
Tesla,Model S,2015,Truck,115.8,71.8,532,82.2,1.81,1184,22.98,160063,38.6,6.3
Nissan,Leaf,2015,SUV,103.9,86.3,431,239.4,0.57,1751,14.19,5060,63.8,28.5
Chevrolet,Bolt EUV,2023,Truck,102.3,99.4,533,131.4,0.85,1204,17.11,83863,41.2,-0.3
Tesla,Model S,2020,Sedan,96.6,89.4,416,141.7,0.94,1101,17.38,75934,96.6,37.7
BMW,i3,2021,Hatchback,65.3,98.4,279,193.5,0.46,798,20.06,90711,84.3,21.4
Tesla,Model S,2023,Sedan,112.6,96.6,591,204.2,0.77,1224,19.3,88123,74.5,31.2
Chevrolet,Bolt EUV,2015,Hatchback,68.3,99,363,145.9,0.5,919,21.05,65942,83.2,13.5
Nissan,Ariya,2018,Hatchback,76.6,82.4,336,109.6,0.97,1185,16.11,72657,80.8,9.3
BMW,i3,2022,Truck,79,76.9,450,105.9,0.98,1183,16,151768,37.8,0.3
Hyundai,Kona Electric,2021,Hatchback,55.4,72.4,318,185.2,0.39,756,16.26,56272,92.3,37.6
Nissan,Ariya,2023,SUV,58.3,85,258,219.6,0.37,737,17.51,136225,48.3,14.5
Ford,Mustang Mach-E,2015,Truck,68.8,79.4,374,201.3,0.38,1935,22.32,62204,72.1,30.3
Chevrolet,Bolt EUV,2015,Truck,31.8,71.9,151,150.4,0.26,1357,20.25,84183,76.3,0.2
Mercedes,EQC,2018,Truck,49.4,99,268,239.8,0.26,1509,15.9,26209,66.8,24
Tesla,Model S,2018,Truck,34.8,70.7,164,90.7,0.48,503,19.16,36315,90,26.6
Audi,Q4 e-tron,2017,Truck,60.7,89.5,251,225.5,0.37,723,22.95,100965,52.8,32.7
Hyundai,Kona Electric,2019,Hatchback,99.9,95.4,435,113.9,1.18,734,22.26,120720,74.5,15.9
Mercedes,EQS,2020,Hatchback,107.2,90,522,238.8,0.51,1875,14.51,15358,48.1,-4.9
Hyundai,Kona Electric,2015,Hatchback,80.8,88,350,101.8,0.93,1355,19.57,103322,94.6,-0.8
Ford,Mustang Mach-E,2023,Sedan,84.2,84.7,425,90.9,1.12,1745,22.57,145399,43,15.3
Hyundai,Kona Electric,2020,Truck,80.2,80.4,470,231.5,0.42,1352,21.42,223405,32.6,32.6
Nissan,Leaf,2017,Sedan,96.7,84.6,403,243.4,0.48,256,15.08,170847,63.3,-4.7
Tesla,Model Y,2024,Hatchback,75.4,93.1,310,148.9,0.69,937,17.23,119919,88.4,17.4
Tesla,Model Y,2015,Sedan,65.4,88.5,374,93.7,0.81,1989,16.1,246532,91.9,28.3
Tesla,Model 3,2018,Sedan,76.5,78.5,385,213.7,0.41,1061,18.27,112798,48.6,36.2
Nissan,Leaf,2019,Hatchback,44.8,71.9,207,63.7,0.85,897,18.69,139731,93.4,8.8
Volkswagen,ID.3,2019,Hatchback,65.5,95.5,307,19.4,3.81,528,17.28,73580,67.6,21.2
Chevrolet,Bolt EUV,2024,Sedan,72.9,90.1,350,82.2,1.04,1963,21.83,163272,44.6,-8
Audi,e-tron,2015,Sedan,118.6,76.3,505,59.6,2.23,267,22.9,167462,31.5,9.1
Volkswagen,ID.3,2023,Sedan,78.5,97.4,374,209.3,0.51,1077,14.43,101870,95.9,-5
Chevrolet,Bolt EUV,2021,SUV,93.1,93,545,59.9,1.73,877,16.03,78948,57.1,37.7
Ford,Mustang Mach-E,2018,SUV,117.9,81.3,660,114.9,1.12,857,21.63,141701,45.3,19.7
Tesla,Model Y,2024,SUV,113.2,76.9,518,99.3,1.32,567,24.4,141023,70.8,-9.2
Nissan,Leaf,2018,Sedan,93.1,82.3,466,12.8,8.33,446,22.37,65654,55.8,15.7
Volkswagen,ID.4,2023,SUV,101.8,95.9,500,124.6,1.03,1643,21.84,151800,35.8,-6.6
Audi,Q4 e-tron,2024,Truck,104.4,86.7,429,243.3,0.52,1368,18.1,42196,75.6,-3.5
Ford,Mustang Mach-E,2021,SUV,30.9,72.3,146,207.1,0.21,1191,18.31,115540,33.7,7.6
Hyundai,Ioniq 5,2015,Truck,94.8,78.5,414,20.4,6.59,268,12.25,57797,62.7,12.9
Mercedes,EQC,2022,Hatchback,110.4,83,559,125,1.11,461,23.82,149454,53.5,-7.1
Volkswagen,ID.4,2020,Hatchback,55.1,98.8,236,149.6,0.48,1828,22.71,78568,99.9,9.6
Volkswagen,ID.3,2020,SUV,35.8,72.2,151,218.9,0.2,1591,24.28,174330,48.1,-9.7
BMW,i4,2021,Hatchback,81.3,88.3,478,199.4,0.58,457,17.85,167403,82.4,4.4
Audi,e-tron,2018,SUV,38.7,71.7,164,24.8,1.71,484,14.95,111802,37.3,39.5
Ford,Mustang Mach-E,2022,Truck,103.5,70.4,599,17.9,7.61,1119,16.37,54570,70.4,25.3
Hyundai,Kona Electric,2024,Hatchback,53.5,70.3,283,133.2,0.5,1250,21.19,217986,39.8,12.5
Mercedes,EQC,2018,SUV,38.3,83.7,183,218.2,0.23,1478,19.79,56588,66,38.3
Audi,e-tron,2020,SUV,54,73.6,240,36.4,1.64,416,16.6,92736,33.4,-0.4
Tesla,Model 3,2016,Sedan,100.1,85.7,528,198.9,0.63,1008,21.31,110723,56.7,-6.8
Hyundai,Kona Electric,2016,SUV,105.7,70.9,601,121,1.16,413,20.8,16826,35.1,1
Kia,Niro EV,2024,Truck,56.1,77.2,248,109.3,0.59,1954,18.62,165020,57.4,10.9
Ford,F-150 Lightning,2020,Sedan,62.3,78,303,32.9,2.14,1364,16.68,174744,42.8,25.1
Ford,Mustang Mach-E,2018,Truck,45.8,96,223,43.8,1.14,1667,17.8,128607,93.7,1.3
Mercedes,EQC,2022,Sedan,71.2,81.9,346,147.1,0.69,716,18.74,211717,92.2,25.7
Mercedes,EQS,2021,SUV,56.7,97.9,240,166.9,0.48,663,18.03,196174,50.9,25.4
Hyundai,Ioniq 5,2016,Hatchback,111,88.9,541,20.3,6.63,248,20.4,221853,86.5,21.9
Ford,F-150 Lightning,2024,Hatchback,53.9,83,323,63.7,1.17,1581,13.89,229923,66.7,-4.7
Ford,Mustang Mach-E,2018,Hatchback,86.3,72.3,364,22.8,4.95,1649,23.69,221250,57,38.5
Tesla,Model S,2017,Sedan,96.2,78.3,507,92.5,1.1,1226,22.26,213924,95.1,-6.3
BMW,iX,2020,Sedan,117.8,72,664,165.5,0.83,810,19.01,123171,98.8,19.4
Tesla,Model 3,2024,Truck,35,82.8,172,232.9,0.17,1299,17.17,97244,34.6,39.1
Mercedes,EQS,2019,Sedan,89.6,91.5,406,86.4,1.42,322,13.33,74263,71.8,38.6
Audi,Q4 e-tron,2016,Sedan,90.4,94.6,405,111.7,0.89,655,15.16,148988,77,35.6
Kia,Niro EV,2022,Hatchback,105.9,83.1,496,141.6,1.03,1889,21.79,157053,43.1,10.1
Nissan,Leaf,2020,SUV,34.4,87.2,193,89.1,0.49,710,24.93,31572,31.9,31.9
Kia,Niro EV,2024,Hatchback,48.5,80.6,206,42,1.33,1122,24.52,224977,65.9,30.6
Volkswagen,ID.4,2016,SUV,36.4,89.8,204,171.8,0.26,735,15.72,28104,31.3,37.7
Nissan,Leaf,2021,Hatchback,45.8,77.1,228,229.6,0.26,710,23.97,55711,65,27.7
Audi,Q4 e-tron,2023,Sedan,61.6,95,307,228.9,0.29,596,24.79,59225,98.9,18.2
Nissan,Ariya,2021,Truck,109.1,75.9,643,60.1,2.13,1867,19.09,70140,96.2,13.5
Audi,e-tron,2018,SUV,42.9,73.1,207,201.1,0.29,1757,17.88,6132,43.8,-5.7
Chevrolet,Bolt EUV,2023,Sedan,62.9,76.9,279,24.1,3.71,1508,12.51,6620,60.2,31.6
Audi,e-tron,2015,Truck,118.7,90.6,532,201.9,0.81,410,23.14,131545,56.8,0.9
Mercedes,EQC,2024,Sedan,114.3,98.2,497,220.1,0.59,1128,18.16,64025,48.8,-1.9
Mercedes,EQC,2024,Truck,32.5,81.3,170,45.9,0.78,919,24.16,31498,58.4,-7.7
Nissan,Ariya,2018,Sedan,103.8,100,459,74.4,1.61,1315,15.08,173455,65.2,39.4
Nissan,Ariya,2015,Truck,56.9,73,258,206,0.35,1104,16.45,198026,74.1,35.3
Kia,Niro EV,2016,SUV,36.3,71.7,153,149.8,0.26,1177,15.98,182732,61.2,39.2
Volkswagen,ID.4,2021,Hatchback,41.5,87.5,190,19.2,2.52,1631,17.62,22194,57.3,10.5
Kia,EV6,2024,Sedan,43.9,88.8,178,164.8,0.35,1849,16.49,122116,52.4,38
Volkswagen,ID.3,2017,Truck,66.6,92.9,285,13.1,7.21,225,17.66,36826,66.3,27.3
Nissan,Leaf,2021,Hatchback,64.5,75.3,303,116.2,0.77,1912,17.4,171862,90.7,-7.4
Nissan,Leaf,2024,SUV,62.3,99.9,309,127.1,0.58,1592,23.3,150457,61.6,26
Audi,Q4 e-tron,2024,Sedan,112.3,80.1,663,138.4,0.95,1501,23.68,120631,56.3,12.9
Audi,e-tron,2023,Hatchback,44.8,82.2,262,180.8,0.31,941,16.97,136049,98.9,21.6
Volkswagen,ID.4,2023,SUV,45.7,89.4,205,182.5,0.28,1314,12.06,88996,92.5,-8.8
BMW,iX,2020,SUV,95.9,90.5,424,68.1,1.83,1027,14.69,72560,31.4,25.1
Kia,Niro EV,2016,SUV,91.2,94.8,391,49.2,2.07,992,12.41,104764,73.6,21.2
Volkswagen,ID.4,2024,Truck,42.5,85.6,173,30.3,1.62,578,13.14,137851,45.1,0
Ford,F-150 Lightning,2023,Hatchback,114.7,75.5,588,101.1,1.21,622,20.39,10796,98.8,-2.8
Hyundai,Ioniq 5,2016,SUV,89.9,94.7,361,140.5,0.79,1478,22.64,153115,77.9,0.5
Volkswagen,ID.4,2017,Truck,107.4,76.4,560,31,4.02,1829,12.95,12957,48.6,30.9
Volkswagen,ID.3,2022,Truck,96.2,96,485,171,0.62,1083,17.43,62196,30,-5.5
Hyundai,Ioniq 5,2023,SUV,39.2,70.5,205,240.6,0.18,1750,15.04,184006,49.2,33.7
Kia,Niro EV,2024,Truck,34,78.7,166,39,1.07,956,13.38,161080,35.5,15.7
Volkswagen,ID.4,2017,SUV,101.7,80.2,570,91.9,1.55,1711,17.25,210728,95.4,1.9
BMW,iX,2018,Hatchback,80.2,99.3,444,36.4,2.46,644,17.99,90374,44.7,17.2
Chevrolet,Bolt EUV,2019,Hatchback,116.9,81.3,527,69.2,2.07,603,21.5,104976,79.7,14.5
BMW,iX,2019,SUV,48.4,92.3,198,214.8,0.3,1405,14.39,122369,60,-3.7
BMW,iX,2024,Hatchback,47.6,98.3,283,100.9,0.51,537,13.65,98220,79.2,3.3
Mercedes,EQS,2017,Hatchback,64.5,95.1,369,155.1,0.47,602,13.97,34086,76.7,17
Ford,Mustang Mach-E,2018,SUV,66.9,98,352,202.6,0.4,1727,24.75,98831,91.3,-5.2
Ford,Mustang Mach-E,2017,Hatchback,45.7,90.2,198,184.2,0.3,274,12.42,29596,82.2,31.8
Nissan,Leaf,2016,Truck,95.7,96.7,394,118.6,1.07,1642,12.73,136001,51.2,-7.3
Audi,e-tron,2020,Truck,30.9,96.5,158,90.3,0.39,1124,14.73,154725,97.9,-9.2
Mercedes,EQC,2016,Sedan,38.3,73,168,250,0.22,1437,14.03,152776,94.4,-6.4
Kia,Niro EV,2016,Sedan,77,77.9,426,232.5,0.4,1429,17.23,72863,77.7,10
Ford,F-150 Lightning,2015,Hatchback,54.1,85.6,277,14.7,4.11,1230,21.19,61411,86.7,21.4
Chevrolet,Bolt EUV,2016,Sedan,61.9,85.1,308,11.9,6.3,566,16.92,27419,41.1,9.5
Chevrolet,Bolt EUV,2016,Truck,79,92.2,435,156,0.68,433,12.14,248277,36,4.4
Nissan,Leaf,2018,Sedan,79.5,88.6,423,210.9,0.5,1617,18.15,141213,41,35.2
Hyundai,Kona Electric,2022,Truck,111,98.2,592,169.8,0.8,1937,19.68,83006,84.3,32.2
Chevrolet,Bolt EV,2017,SUV,75.8,71.9,361,117.2,0.88,984,17.62,168384,36,9.5
Volkswagen,ID.4,2018,SUV,92.9,78.8,496,178.8,0.66,1501,22.18,124815,31.5,9.1
Volkswagen,ID.4,2022,SUV,62.7,88,357,223.4,0.34,1597,15.5,249744,54,18.9
Nissan,Leaf,2022,Truck,93.7,80.8,389,112.9,1.02,1168,24.36,40010,77.8,-8.1
Chevrolet,Bolt EV,2021,Hatchback,67.9,72.8,288,110,0.69,1476,15.72,118655,37.4,31.2
Ford,F-150 Lightning,2020,Sedan,67.3,90.9,305,249.8,0.36,1230,12.49,75198,84.3,17
Chevrolet,Bolt EV,2021,Sedan,48.8,95.5,283,140.4,0.41,825,19.57,90914,74.2,31.5
Ford,Mustang Mach-E,2022,Truck,84.6,90.3,427,182.6,0.55,1964,24.58,25842,37.4,-8.6
Ford,Mustang Mach-E,2020,Hatchback,75.8,99.8,343,210.1,0.45,591,17.38,171490,74.4,3.9
Mercedes,EQS,2021,SUV,112.7,83.2,574,201.3,0.66,727,12.78,217498,66.6,15.6
Audi,e-tron,2021,Hatchback,65.6,76,318,103.1,0.69,601,22.37,42381,99.2,6.8
BMW,i4,2016,Sedan,64.9,93.5,323,54.2,1.36,593,23.46,243411,35.3,17.6
Chevrolet,Bolt EV,2020,Hatchback,54.2,70.6,295,18.8,3.4,889,24.99,6909,63.9,20.2
Chevrolet,Bolt EUV,2020,Hatchback,58.8,97.2,257,158.1,0.46,1435,16.51,137139,78.4,3.4
Chevrolet,Bolt EV,2015,Sedan,99,89.7,559,165.8,0.63,901,20.45,198507,66.2,27.5
Tesla,Model X,2019,Truck,86,70.3,377,128.4,0.71,1143,22.88,178567,80,25.3
Mercedes,EQS,2019,Sedan,41.8,81.2,169,64,0.73,293,19.9,218958,63.2,22.9
Ford,Mustang Mach-E,2021,SUV,61.4,97.7,270,219.9,0.39,1894,23.11,12869,89.2,16.9
Hyundai,Ioniq 5,2016,Hatchback,116.4,90.3,676,185.4,0.71,1166,16.75,12244,90.1,36.3
Nissan,Ariya,2021,SUV,108.1,85,445,181.8,0.69,1549,22.46,189484,53.5,-5.7
Ford,F-150 Lightning,2016,SUV,96.9,92.5,449,126.6,0.99,1930,21.89,11861,50,27.7
Tesla,Model X,2020,SUV,84.7,82.1,453,56.4,1.66,1884,19.28,215404,53.9,-9.7
Kia,Niro EV,2019,Sedan,117.7,94.8,484,100.9,1.25,586,23.46,52456,93.9,23.5
Tesla,Model X,2015,SUV,55.8,77.5,262,53.4,1.2,826,23.11,162277,57.3,2.6
Ford,Mustang Mach-E,2015,Hatchback,79.6,98.3,352,135.3,0.72,1553,13.68,240973,93,33.5
Kia,Niro EV,2020,Hatchback,90.6,85.9,482,152.1,0.74,250,15.97,114413,58.4,28.4
Nissan,Ariya,2020,Truck,92.4,86.7,498,109.5,1.15,1364,18.82,140481,34.9,19.4
Ford,Mustang Mach-E,2017,Hatchback,84.2,90.9,352,129.9,0.85,803,23.65,193206,92.5,33.2
Ford,Mustang Mach-E,2022,SUV,82.7,85.6,355,26.7,3.51,1288,19.44,91784,86.6,34.7
Chevrolet,Bolt EUV,2020,Truck,65.5,93.8,298,165.5,0.43,1938,12.82,248550,70,2.7
Mercedes,EQC,2015,Truck,51,95.9,235,176.9,0.41,1518,15.87,104612,68,30.2
Tesla,Model S,2024,Sedan,96.7,89.9,455,204.3,0.61,869,12.32,38734,56.5,32.6
Chevrolet,Bolt EUV,2017,Hatchback,89.5,97.1,375,66.5,1.53,915,13.7,24622,59.1,2.2
BMW,iX,2017,SUV,36.8,94.8,178,153.5,0.33,773,12.22,13572,97.3,-9.8
Ford,F-150 Lightning,2022,Truck,44.5,86.9,261,11.9,4.92,905,13.86,135617,37.9,32.7
BMW,i3,2023,Truck,36.7,99.8,176,79.7,0.55,752,19.64,75199,30.1,-1.1
Hyundai,Ioniq 5,2015,Sedan,83.8,88.1,346,243.4,0.41,1665,24.68,223531,72.8,-4.4
Chevrolet,Bolt EV,2020,SUV,84.3,94.2,363,14.6,7.42,1745,12.71,154457,59.8,5.8
Chevrolet,Bolt EV,2023,Truck,114.7,95.9,588,109.1,1.34,1288,13.39,18444,62.7,39.9
BMW,i4,2016,SUV,35.1,73.3,155,122,0.36,998,22.64,118096,59.8,-1
Nissan,Leaf,2018,Truck,102.7,85.3,422,139,0.79,1610,21.23,208990,86,38.3
Volkswagen,ID.3,2024,Sedan,41.2,98.9,188,214.9,0.24,1139,23.94,182476,41,23.5
Tesla,Model 3,2016,Truck,45,73.6,187,228.4,0.26,1777,16.03,12612,71.9,11.6
BMW,i4,2017,SUV,31.7,79.8,166,76.8,0.45,1351,16.81,75199,93.6,1.7
BMW,i3,2016,Truck,57.6,74.6,260,113.2,0.58,615,16.42,130383,49.9,-0.4
BMW,i3,2023,Sedan,30.9,72.3,156,215.2,0.2,469,14.69,20916,88.9,13
Mercedes,EQS,2016,Truck,73.5,73.3,310,202.6,0.44,1504,14.99,209818,90.1,3.1
Mercedes,EQC,2017,Truck,63.9,97.1,264,24.9,2.75,1276,15.79,124498,82.9,20.8
Hyundai,Ioniq 5,2019,Sedan,106.5,96.3,543,167.8,0.8,276,21.39,33261,75.8,-3.6
